Common Name	PubChem CID	PubChem AID	SMILES String	ChemDraw File Name	Molecular Weight	Kd	Kd STD	Unit	Protein	DOI
	11522330	513984	CCCC1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11522330	303.38	>5000	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11716704	513984	CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11716704	318.35	>1100	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11584252	513984	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NC)O)O	11584252	505.5	73	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52942790	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C(=C(N=N2)C(=O)N)N)O	52942790	319.34	>5000	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52942811	513984	COC1=CC(=CC(=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)C4=CC(=CC(=C4)OC)OC)O)CO)O)OC	52942811	684.7	1.822	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52943610	513984	CCCCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCCCC)O)CO)O	52943610	658.7	1.1	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11675040	513984	COC1=CC=C(C=C1)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11675040	367.4	>5000	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52943977	513984	C=CCNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC=C)O)CO)O	52943977	626.6	0.74	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11631444	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CN=CC=C3)O	11631444	338.38	>1600	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52944575	513984	CC1=CC=C(C=C1)S(=O)(=O)C2=CN=NN2[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	52944575	415.5	>1600	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11608610	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=CN=N2)O	11608610	261.3	>5000	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52944831	513984	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NCC4=CC=CC=C4)O)O	52944831	581.6	12	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11517290	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCCN3CCOCC3)O	11517290	417.5	>470	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52946042	513984	CC(CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NCC(C)O)O)CO)O)O	52946042	662.7	2.1	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52947047	513984	CNC(=O)C1=C(N(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O)C(=O)NC	52947047	375.4	>5000	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52947288	513984	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)N3C=C(N=N3)C(=O)NC4=CC=CC5=CC=CC=C54)O)O	52947288	617.6	13	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11541495	513984	CNC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)N4C=C(N=N4)C(=O)NC)O)CO)O	11541495	574.6	0.91	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11652651	513984	COC(=O)C1=CN(N=N1)[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	11652651	319.34	>430	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11544911	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC=C3F)O	11544911	355.4	>1700	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11617978	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC4=CC=CC=C43)O	11617978	387.5	>690	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11588587	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCCCO)O	11588587	362.4	>1900	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52948506	513984	C1=CC=C(C=C1)CCNC(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)N5C=C(N=N5)C(=O)NCCC6=CC=CC=C6)O)CO)O	52948506	754.8	1.1	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	52948508	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)CO)O	52948508	291.33	>5000	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11493782	513984	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C3=CC=CC=C3)O	11493782	337.4	>1300	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	11502545	513984	CC1=CC=C(C=C1)S(=O)(=O)C2=CN(N=N2)[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)SC)CO)O	11502545	415.5	>330	0	μM	Galectin-9	https://doi.org/10.1016/j.bmc.2010.05.040
	24776276	1181398	CC1=CC=C(C=C1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)SC)CO)O	24776276	327.4	>1500	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	94214	1181398	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>3300	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	76935	1181398	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	76935	194.18	>2800	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	121942	1181398	CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O	121942	356.32	23	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	11675582	1181398	CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N2C=C(N=N2)C(=O)NCC3=CC=CC=C3)O	11675582	394.4	>5000	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707317	1181398	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O	118707317	491.5	>7100	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707318	1181398	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)O)O	118707318	653.7	80	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707319	1181398	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4O)OC)CO)O	118707319	505.5	>140	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707320	1181398	CC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=CC3=CC=CC=C3O2)CO[C@H]4[C@H]([C@H](O[C@@H]([C@@H]4OC(=O)C)OC)CO)O	118707320	547.6	36	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707321	1181398	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC\2=CC3=CC=CC=C3O/C2=N\S(=O)(=O)C4=CC=CC=C4)O	118707321	491.5	76	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707322	1181398	CC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC)CO)O)OCC\2=CC3=CC=CC=C3O/C2=N\S(=O)(=O)C4=CC=CC=C4	118707322	533.5	45	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	118707323	1181398	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)OCC2=CC3=CC=CC=C3OC2=O)O	118707323	352.3	>180	0	μM	Galectin-9	https://doi.org/10.1016/j.bmcl.2014.05.063
	94214	1541794	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O	94214	194.18	>3300	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155510720	1541794	CC1=CC(=CC=C1)N[C@@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O	155510720	283.32	>980	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155512458	1541794	CC1=C(C=C(C=C1)N[C@@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O)C	155512458	297.35	>470	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155513255	1541794	COC1=CC=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155513255	446.3	6.1	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155518448	1541794	CC1=CC=C(C=C1)N[C@@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O	155518448	283.32	>590	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155518666	1541794	CC1=C(C=C(C=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O)C	155518666	444.4	12	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155519777	1541794	CC1=C(C=C(C=C1)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O)C	155519777	297.35	>1100	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155520592	1541794	CO[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)CO)O)NC2=CC=C(C=C2)OC)O	155520592	299.32	>580	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155530852	1541794	C1=CC(=CC(=C1)Cl)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155530852	450.8	14	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155537041	1541794	CO[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)CO)O)NC2=CC=CC=C2)O	155537041	269.29	>1200	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155537069	1541794	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC=C(C=C2)OC)O	155537069	299.32	>600	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155538499	1541794	COC1=CC=C(C=C1)N[C@@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155538499	446.3	>260	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155538998	1541794	CC1=CC(=CC=C1)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OC)CO)O	155538998	283.32	>1700	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155542403	1541794	CO[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)CO)O)NC2=CC(=CC=C2)Cl)O	155542403	303.74	>670	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155546825	1541794	CO[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)CO)O)NC2=CC(=CC=C2)OC)O	155546825	299.32	>530	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155549274	1541794	CO[C@H]1[C@@H]([C@@H]([C@H]([C@H](O1)CO)O)NC2=CC(=C(C=C2)F)F)O	155549274	305.27	>1100	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155554696	1541794	COC1=CC=CC(=C1)N[C@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155554696	446.3	14	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155563008	1541794	CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)NC2=CC(=CC=C2)Cl)O	155563008	303.74	>1500	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	155565429	1541794	COC1=CC=CC(=C1)N[C@@H]2[C@H]([C@H](O[C@@H]([C@@H]2O)SC3=CC(=C(C=C3)Cl)Cl)CO)O	155565429	446.3	40	0	μM	Galectin-9	https://doi.org/10.1021/acsmedchemlett.9b00396
	119138	1628960	C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O	119138	358.36	42	0	μM	Galectin-9	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666730	1628960	C1=CC=C2C(=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=CC=CC=C6OC5=O)O)CO)O	71666730	674.7	2.4	0	μM	Galectin-9	https://doi.org/10.1021/acs.jmedchem.6b00957
	71666586	1628960	COC1=CC2=C(C=C1)C=C(C(=O)O2)CO[C@H]3[C@H]([C@H](O[C@H]([C@@H]3O)S[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)OCC5=CC6=C(C=C(C=C6)OC)OC5=O)O)CO)O	71666586	734.7	45	0	μM	Galectin-9	https://doi.org/10.1021/acs.jmedchem.6b00957
